well,od_600nm,identifier,replicate,growth_medium,date,run_number,elapsed_time_hr,avg_blank_value,strain,class,od_600nm_subtracted
F3,0.093,GC030,1,glucose-acetate,2021-09-07,1,2.008888888888889,0.0794074074074074,∆glt,Single KO,0.0135925925925926
F4,0.094,GC030,2,glucose-acetate,2021-09-07,1,2.008888888888889,0.0794074074074074,∆glt,Single KO,0.014592592592592601
F5,0.093,GC030,3,glucose-acetate,2021-09-07,1,2.008888888888889,0.0794074074074074,∆glt,Single KO,0.0135925925925926
F6,0.097,GC029,1,glucose-acetate,2021-09-07,1,2.008888888888889,0.0794074074074074,∆flh,Single KO,0.017592592592592604
F7,0.099,GC029,2,glucose-acetate,2021-09-07,1,2.008888888888889,0.0794074074074074,∆flh,Single KO,0.019592592592592606
F8,0.097,GC029,3,glucose-acetate,2021-09-07,1,2.008888888888889,0.0794074074074074,∆flh,Single KO,0.017592592592592604
F9,0.09,GC001,1,glucose-acetate,2021-09-07,1,2.008888888888889,0.0794074074074074,WT,WT,0.010592592592592598
F10,0.09,GC001,2,glucose-acetate,2021-09-07,1,2.008888888888889,0.0794074074074074,WT,WT,0.010592592592592598
F11,0.087,GC001,3,glucose-acetate,2021-09-07,1,2.008888888888889,0.0794074074074074,WT,WT,0.007592592592592595
C3,0.104,GC032,1,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆mal,Single KO,0.024518518518518523
C4,0.103,GC049,1,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆pot,Single KO,0.023518518518518522
C5,0.108,GC052,1,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆nmp,Single KO,0.028518518518518526
C6,0.103,GC047,1,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆his,Single KO,0.023518518518518522
C7,0.134,GC050,1,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆rbs,Single KO,0.054518518518518536
C8,0.093,GC048,1,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆dpp,Single KO,0.013518518518518527
C9,0.099,GC053,1,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆opp,Single KO,0.019518518518518532
C10,0.115,GC055,1,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆mgl,Single KO,0.03551851851851853
D3,0.104,GC032,2,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆mal,Single KO,0.024518518518518523
D4,0.101,GC049,2,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆pot,Single KO,0.021518518518518534
D5,0.104,GC052,2,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆nmp,Single KO,0.024518518518518523
D6,0.106,GC047,2,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆his,Single KO,0.026518518518518525
D7,0.135,GC050,2,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆rbs,Single KO,0.055518518518518536
D8,0.092,GC048,2,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆dpp,Single KO,0.012518518518518526
D9,0.096,GC053,2,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆opp,Single KO,0.01651851851851853
D10,0.115,GC055,2,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆mgl,Single KO,0.03551851851851853
E3,0.103,GC032,3,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆mal,Single KO,0.023518518518518522
E4,0.102,GC049,3,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆pot,Single KO,0.02251851851851852
E5,0.105,GC052,3,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆nmp,Single KO,0.025518518518518524
E6,0.106,GC047,3,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆his,Single KO,0.026518518518518525
E7,0.134,GC050,3,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆rbs,Single KO,0.054518518518518536
E8,0.093,GC048,3,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆dpp,Single KO,0.013518518518518527
E9,0.098,GC053,3,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆opp,Single KO,0.01851851851851853
E10,0.115,GC055,3,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆mgl,Single KO,0.03551851851851853
F3,0.094,GC030,1,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆glt,Single KO,0.014518518518518528
F4,0.096,GC030,2,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆glt,Single KO,0.01651851851851853
F5,0.094,GC030,3,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆glt,Single KO,0.014518518518518528
F6,0.099,GC029,1,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆flh,Single KO,0.019518518518518532
F7,0.101,GC029,2,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆flh,Single KO,0.021518518518518534
F8,0.099,GC029,3,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆flh,Single KO,0.019518518518518532
F9,0.091,GC001,1,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,WT,WT,0.011518518518518525
F10,0.091,GC001,2,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,WT,WT,0.011518518518518525
F11,0.088,GC001,3,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,WT,WT,0.008518518518518522
C3,0.106,GC032,1,glucose-acetate,2021-09-07,1,2.26,0.07933333333333335,∆mal,Single KO,0.026666666666666644
C4,0.105,GC049,1,glucose-acetate,2021-09-07,1,2.26,0.07933333333333335,∆pot,Single KO,0.025666666666666643
C5,0.11,GC052,1,glucose-acetate,2021-09-07,1,2.26,0.07933333333333335,∆nmp,Single KO,0.030666666666666648
C6,0.105,GC047,1,glucose-acetate,2021-09-07,1,2.26,0.07933333333333335,∆his,Single KO,0.025666666666666643
C7,0.141,GC050,1,glucose-acetate,2021-09-07,1,2.26,0.07933333333333335,∆rbs,Single KO,0.061666666666666634
C8,0.094,GC048,1,glucose-acetate,2021-09-07,1,2.26,0.07933333333333335,∆dpp,Single KO,0.014666666666666647
C9,0.101,GC053,1,glucose-acetate,2021-09-07,1,2.26,0.07933333333333335,∆opp,Single KO,0.021666666666666654
C10,0.119,GC055,1,glucose-acetate,2021-09-07,1,2.26,0.07933333333333335,∆mgl,Single KO,0.03966666666666664
D3,0.107,GC032,2,glucose-acetate,2021-09-07,1,2.26,0.07933333333333335,∆mal,Single KO,0.027666666666666645
D4,0.102,GC049,2,glucose-acetate,2021-09-07,1,2.26,0.07933333333333335,∆pot,Single KO,0.02266666666666664
D5,0.106,GC052,2,glucose-acetate,2021-09-07,1,2.26,0.07933333333333335,∆nmp,Single KO,0.026666666666666644
D6,0.108,GC047,2,glucose-acetate,2021-09-07,1,2.26,0.07933333333333335,∆his,Single KO,0.028666666666666646
D7,0.141,GC050,2,glucose-acetate,2021-09-07,1,2.26,0.07933333333333335,∆rbs,Single KO,0.061666666666666634
D8,0.094,GC048,2,glucose-acetate,2021-09-07,1,2.26,0.07933333333333335,∆dpp,Single KO,0.014666666666666647
D9,0.098,GC053,2,glucose-acetate,2021-09-07,1,2.26,0.07933333333333335,∆opp,Single KO,0.01866666666666665
D10,0.118,GC055,2,glucose-acetate,2021-09-07,1,2.26,0.07933333333333335,∆mgl,Single KO,0.03866666666666664
E3,0.105,GC032,3,glucose-acetate,2021-09-07,1,2.26,0.07933333333333335,∆mal,Single KO,0.025666666666666643
E4,0.104,GC049,3,glucose-acetate,2021-09-07,1,2.26,0.07933333333333335,∆pot,Single KO,0.024666666666666642
E5,0.107,GC052,3,glucose-acetate,2021-09-07,1,2.26,0.07933333333333335,∆nmp,Single KO,0.027666666666666645
E6,0.109,GC047,3,glucose-acetate,2021-09-07,1,2.26,0.07933333333333335,∆his,Single KO,0.029666666666666647
E7,0.14,GC050,3,glucose-acetate,2021-09-07,1,2.26,0.07933333333333335,∆rbs,Single KO,0.06066666666666666
E8,0.094,GC048,3,glucose-acetate,2021-09-07,1,2.26,0.07933333333333335,∆dpp,Single KO,0.014666666666666647
E9,0.1,GC053,3,glucose-acetate,2021-09-07,1,2.26,0.07933333333333335,∆opp,Single KO,0.020666666666666653
E10,0.119,GC055,3,glucose-acetate,2021-09-07,1,2.26,0.07933333333333335,∆mgl,Single KO,0.03966666666666664
F3,0.096,GC030,1,glucose-acetate,2021-09-07,1,2.26,0.07933333333333335,∆glt,Single KO,0.01666666666666665
F4,0.097,GC030,2,glucose-acetate,2021-09-07,1,2.26,0.07933333333333335,∆glt,Single KO,0.01766666666666665
F5,0.096,GC030,3,glucose-acetate,2021-09-07,1,2.26,0.07933333333333335,∆glt,Single KO,0.01666666666666665
F6,0.102,GC029,1,glucose-acetate,2021-09-07,1,2.26,0.07933333333333335,∆flh,Single KO,0.02266666666666664
F7,0.104,GC029,2,glucose-acetate,2021-09-07,1,2.26,0.07933333333333335,∆flh,Single KO,0.024666666666666642
F8,0.102,GC029,3,glucose-acetate,2021-09-07,1,2.26,0.07933333333333335,∆flh,Single KO,0.02266666666666664
F9,0.092,GC001,1,glucose-acetate,2021-09-07,1,2.26,0.07933333333333335,WT,WT,0.012666666666666646
F10,0.092,GC001,2,glucose-acetate,2021-09-07,1,2.26,0.07933333333333335,WT,WT,0.012666666666666646
F11,0.089,GC001,3,glucose-acetate,2021-09-07,1,2.26,0.07933333333333335,WT,WT,0.009666666666666643
C3,0.109,GC032,1,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333335,∆mal,Single KO,0.029666666666666647
C4,0.108,GC049,1,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333335,∆pot,Single KO,0.028666666666666646
C5,0.113,GC052,1,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333335,∆nmp,Single KO,0.03366666666666665
C6,0.108,GC047,1,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333335,∆his,Single KO,0.028666666666666646
C7,0.145,GC050,1,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333335,∆rbs,Single KO,0.06566666666666664
C8,0.096,GC048,1,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333335,∆dpp,Single KO,0.01666666666666665
C9,0.102,GC053,1,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333335,∆opp,Single KO,0.02266666666666664
C10,0.122,GC055,1,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333335,∆mgl,Single KO,0.042666666666666644
D3,0.109,GC032,2,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333335,∆mal,Single KO,0.029666666666666647
D4,0.105,GC049,2,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333335,∆pot,Single KO,0.025666666666666643
D5,0.109,GC052,2,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333335,∆nmp,Single KO,0.029666666666666647
D6,0.111,GC047,2,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333335,∆his,Single KO,0.03166666666666665
D7,0.146,GC050,2,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333335,∆rbs,Single KO,0.06666666666666664
D8,0.095,GC048,2,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333335,∆dpp,Single KO,0.015666666666666648
D9,0.099,GC053,2,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333335,∆opp,Single KO,0.019666666666666652
D10,0.122,GC055,2,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333335,∆mgl,Single KO,0.042666666666666644
E3,0.108,GC032,3,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333335,∆mal,Single KO,0.028666666666666646
E4,0.106,GC049,3,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333335,∆pot,Single KO,0.026666666666666644
E5,0.11,GC052,3,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333335,∆nmp,Single KO,0.030666666666666648
E6,0.112,GC047,3,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333335,∆his,Single KO,0.03266666666666665
E7,0.144,GC050,3,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333335,∆rbs,Single KO,0.06466666666666664
E8,0.096,GC048,3,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333335,∆dpp,Single KO,0.01666666666666665
E9,0.102,GC053,3,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333335,∆opp,Single KO,0.02266666666666664
E10,0.123,GC055,3,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333335,∆mgl,Single KO,0.043666666666666645
F3,0.097,GC030,1,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333335,∆glt,Single KO,0.01766666666666665
F4,0.099,GC030,2,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333335,∆glt,Single KO,0.019666666666666652
F5,0.097,GC030,3,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333335,∆glt,Single KO,0.01766666666666665
F6,0.104,GC029,1,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333335,∆flh,Single KO,0.024666666666666642
F7,0.107,GC029,2,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333335,∆flh,Single KO,0.027666666666666645
F8,0.104,GC029,3,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333335,∆flh,Single KO,0.024666666666666642
F9,0.093,GC001,1,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333335,WT,WT,0.013666666666666646
F10,0.093,GC001,2,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333335,WT,WT,0.013666666666666646
F11,0.089,GC001,3,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333335,WT,WT,0.009666666666666643
C3,0.112,GC032,1,glucose-acetate,2021-09-07,1,2.511111111111111,0.07940740740740741,∆mal,Single KO,0.03259259259259259
C4,0.11,GC049,1,glucose-acetate,2021-09-07,1,2.511111111111111,0.07940740740740741,∆pot,Single KO,0.030592592592592588
C5,0.116,GC052,1,glucose-acetate,2021-09-07,1,2.511111111111111,0.07940740740740741,∆nmp,Single KO,0.03659259259259259
C6,0.112,GC047,1,glucose-acetate,2021-09-07,1,2.511111111111111,0.07940740740740741,∆his,Single KO,0.03259259259259259
C7,0.147,GC050,1,glucose-acetate,2021-09-07,1,2.511111111111111,0.07940740740740741,∆rbs,Single KO,0.06759259259259258
C8,0.098,GC048,1,glucose-acetate,2021-09-07,1,2.511111111111111,0.07940740740740741,∆dpp,Single KO,0.01859259259259259
C9,0.104,GC053,1,glucose-acetate,2021-09-07,1,2.511111111111111,0.07940740740740741,∆opp,Single KO,0.024592592592592583
C10,0.125,GC055,1,glucose-acetate,2021-09-07,1,2.511111111111111,0.07940740740740741,∆mgl,Single KO,0.04559259259259259
D3,0.112,GC032,2,glucose-acetate,2021-09-07,1,2.511111111111111,0.07940740740740741,∆mal,Single KO,0.03259259259259259
D4,0.107,GC049,2,glucose-acetate,2021-09-07,1,2.511111111111111,0.07940740740740741,∆pot,Single KO,0.027592592592592585
D5,0.112,GC052,2,glucose-acetate,2021-09-07,1,2.511111111111111,0.07940740740740741,∆nmp,Single KO,0.03259259259259259
D6,0.114,GC047,2,glucose-acetate,2021-09-07,1,2.511111111111111,0.07940740740740741,∆his,Single KO,0.03459259259259259
D7,0.149,GC050,2,glucose-acetate,2021-09-07,1,2.511111111111111,0.07940740740740741,∆rbs,Single KO,0.06959259259259258
D8,0.097,GC048,2,glucose-acetate,2021-09-07,1,2.511111111111111,0.07940740740740741,∆dpp,Single KO,0.01759259259259259
D9,0.101,GC053,2,glucose-acetate,2021-09-07,1,2.511111111111111,0.07940740740740741,∆opp,Single KO,0.021592592592592594
D10,0.125,GC055,2,glucose-acetate,2021-09-07,1,2.511111111111111,0.07940740740740741,∆mgl,Single KO,0.04559259259259259
E3,0.111,GC032,3,glucose-acetate,2021-09-07,1,2.511111111111111,0.07940740740740741,∆mal,Single KO,0.03159259259259259
E4,0.108,GC049,3,glucose-acetate,2021-09-07,1,2.511111111111111,0.07940740740740741,∆pot,Single KO,0.028592592592592586
E5,0.113,GC052,3,glucose-acetate,2021-09-07,1,2.511111111111111,0.07940740740740741,∆nmp,Single KO,0.03359259259259259
E6,0.115,GC047,3,glucose-acetate,2021-09-07,1,2.511111111111111,0.07940740740740741,∆his,Single KO,0.03559259259259259
E7,0.147,GC050,3,glucose-acetate,2021-09-07,1,2.511111111111111,0.07940740740740741,∆rbs,Single KO,0.06759259259259258
E8,0.097,GC048,3,glucose-acetate,2021-09-07,1,2.511111111111111,0.07940740740740741,∆dpp,Single KO,0.01759259259259259
E9,0.104,GC053,3,glucose-acetate,2021-09-07,1,2.511111111111111,0.07940740740740741,∆opp,Single KO,0.024592592592592583
E10,0.126,GC055,3,glucose-acetate,2021-09-07,1,2.511111111111111,0.07940740740740741,∆mgl,Single KO,0.04659259259259259
F3,0.099,GC030,1,glucose-acetate,2021-09-07,1,2.511111111111111,0.07940740740740741,∆glt,Single KO,0.019592592592592592
F4,0.1,GC030,2,glucose-acetate,2021-09-07,1,2.511111111111111,0.07940740740740741,∆glt,Single KO,0.020592592592592593
F5,0.099,GC030,3,glucose-acetate,2021-09-07,1,2.511111111111111,0.07940740740740741,∆glt,Single KO,0.019592592592592592
F6,0.107,GC029,1,glucose-acetate,2021-09-07,1,2.511111111111111,0.07940740740740741,∆flh,Single KO,0.027592592592592585
F7,0.11,GC029,2,glucose-acetate,2021-09-07,1,2.511111111111111,0.07940740740740741,∆flh,Single KO,0.030592592592592588
F8,0.107,GC029,3,glucose-acetate,2021-09-07,1,2.511111111111111,0.07940740740740741,∆flh,Single KO,0.027592592592592585
F9,0.094,GC001,1,glucose-acetate,2021-09-07,1,2.511111111111111,0.07940740740740741,WT,WT,0.014592592592592588
F10,0.094,GC001,2,glucose-acetate,2021-09-07,1,2.511111111111111,0.07940740740740741,WT,WT,0.014592592592592588
F11,0.09,GC001,3,glucose-acetate,2021-09-07,1,2.511111111111111,0.07940740740740741,WT,WT,0.010592592592592584
C3,0.115,GC032,1,glucose-acetate,2021-09-07,1,2.6366666666666667,0.07940740740740741,∆mal,Single KO,0.03559259259259259
C4,0.113,GC049,1,glucose-acetate,2021-09-07,1,2.6366666666666667,0.07940740740740741,∆pot,Single KO,0.03359259259259259
C5,0.119,GC052,1,glucose-acetate,2021-09-07,1,2.6366666666666667,0.07940740740740741,∆nmp,Single KO,0.03959259259259258
C6,0.115,GC047,1,glucose-acetate,2021-09-07,1,2.6366666666666667,0.07940740740740741,∆his,Single KO,0.03559259259259259
C7,0.149,GC050,1,glucose-acetate,2021-09-07,1,2.6366666666666667,0.07940740740740741,∆rbs,Single KO,0.06959259259259258
C8,0.1,GC048,1,glucose-acetate,2021-09-07,1,2.6366666666666667,0.07940740740740741,∆dpp,Single KO,0.020592592592592593
C9,0.106,GC053,1,glucose-acetate,2021-09-07,1,2.6366666666666667,0.07940740740740741,∆opp,Single KO,0.026592592592592584
C10,0.127,GC055,1,glucose-acetate,2021-09-07,1,2.6366666666666667,0.07940740740740741,∆mgl,Single KO,0.04759259259259259
D3,0.115,GC032,2,glucose-acetate,2021-09-07,1,2.6366666666666667,0.07940740740740741,∆mal,Single KO,0.03559259259259259
D4,0.11,GC049,2,glucose-acetate,2021-09-07,1,2.6366666666666667,0.07940740740740741,∆pot,Single KO,0.030592592592592588
D5,0.116,GC052,2,glucose-acetate,2021-09-07,1,2.6366666666666667,0.07940740740740741,∆nmp,Single KO,0.03659259259259259
D6,0.117,GC047,2,glucose-acetate,2021-09-07,1,2.6366666666666667,0.07940740740740741,∆his,Single KO,0.037592592592592594
D7,0.15,GC050,2,glucose-acetate,2021-09-07,1,2.6366666666666667,0.07940740740740741,∆rbs,Single KO,0.07059259259259258
D8,0.099,GC048,2,glucose-acetate,2021-09-07,1,2.6366666666666667,0.07940740740740741,∆dpp,Single KO,0.019592592592592592
D9,0.103,GC053,2,glucose-acetate,2021-09-07,1,2.6366666666666667,0.07940740740740741,∆opp,Single KO,0.02359259259259258
D10,0.127,GC055,2,glucose-acetate,2021-09-07,1,2.6366666666666667,0.07940740740740741,∆mgl,Single KO,0.04759259259259259
E3,0.114,GC032,3,glucose-acetate,2021-09-07,1,2.6366666666666667,0.07940740740740741,∆mal,Single KO,0.03459259259259259
E4,0.111,GC049,3,glucose-acetate,2021-09-07,1,2.6366666666666667,0.07940740740740741,∆pot,Single KO,0.03159259259259259
E5,0.117,GC052,3,glucose-acetate,2021-09-07,1,2.6366666666666667,0.07940740740740741,∆nmp,Single KO,0.037592592592592594
E6,0.118,GC047,3,glucose-acetate,2021-09-07,1,2.6366666666666667,0.07940740740740741,∆his,Single KO,0.03859259259259258
E7,0.148,GC050,3,glucose-acetate,2021-09-07,1,2.6366666666666667,0.07940740740740741,∆rbs,Single KO,0.06859259259259258
E8,0.099,GC048,3,glucose-acetate,2021-09-07,1,2.6366666666666667,0.07940740740740741,∆dpp,Single KO,0.019592592592592592
E9,0.106,GC053,3,glucose-acetate,2021-09-07,1,2.6366666666666667,0.07940740740740741,∆opp,Single KO,0.026592592592592584
E10,0.128,GC055,3,glucose-acetate,2021-09-07,1,2.6366666666666667,0.07940740740740741,∆mgl,Single KO,0.04859259259259259
F3,0.1,GC030,1,glucose-acetate,2021-09-07,1,2.6366666666666667,0.07940740740740741,∆glt,Single KO,0.020592592592592593
F4,0.102,GC030,2,glucose-acetate,2021-09-07,1,2.6366666666666667,0.07940740740740741,∆glt,Single KO,0.02259259259259258
F5,0.101,GC030,3,glucose-acetate,2021-09-07,1,2.6366666666666667,0.07940740740740741,∆glt,Single KO,0.021592592592592594
F6,0.111,GC029,1,glucose-acetate,2021-09-07,1,2.6366666666666667,0.07940740740740741,∆flh,Single KO,0.03159259259259259
F7,0.113,GC029,2,glucose-acetate,2021-09-07,1,2.6366666666666667,0.07940740740740741,∆flh,Single KO,0.03359259259259259
F8,0.11,GC029,3,glucose-acetate,2021-09-07,1,2.6366666666666667,0.07940740740740741,∆flh,Single KO,0.030592592592592588
F9,0.095,GC001,1,glucose-acetate,2021-09-07,1,2.6366666666666667,0.07940740740740741,WT,WT,0.015592592592592588
F10,0.095,GC001,2,glucose-acetate,2021-09-07,1,2.6366666666666667,0.07940740740740741,WT,WT,0.015592592592592588
F11,0.092,GC001,3,glucose-acetate,2021-09-07,1,2.6366666666666667,0.07940740740740741,WT,WT,0.012592592592592586
C3,0.118,GC032,1,glucose-acetate,2021-09-07,1,2.7622222222222224,0.07929629629629631,∆mal,Single KO,0.038703703703703685
C4,0.116,GC049,1,glucose-acetate,2021-09-07,1,2.7622222222222224,0.07929629629629631,∆pot,Single KO,0.0367037037037037
C5,0.122,GC052,1,glucose-acetate,2021-09-07,1,2.7622222222222224,0.07929629629629631,∆nmp,Single KO,0.04270370370370369
C6,0.117,GC047,1,glucose-acetate,2021-09-07,1,2.7622222222222224,0.07929629629629631,∆his,Single KO,0.0377037037037037
C7,0.149,GC050,1,glucose-acetate,2021-09-07,1,2.7622222222222224,0.07929629629629631,∆rbs,Single KO,0.06970370370370368
C8,0.101,GC048,1,glucose-acetate,2021-09-07,1,2.7622222222222224,0.07929629629629631,∆dpp,Single KO,0.021703703703703697
C9,0.109,GC053,1,glucose-acetate,2021-09-07,1,2.7622222222222224,0.07929629629629631,∆opp,Single KO,0.02970370370370369
C10,0.128,GC055,1,glucose-acetate,2021-09-07,1,2.7622222222222224,0.07929629629629631,∆mgl,Single KO,0.048703703703703694
D3,0.118,GC032,2,glucose-acetate,2021-09-07,1,2.7622222222222224,0.07929629629629631,∆mal,Single KO,0.038703703703703685
D4,0.113,GC049,2,glucose-acetate,2021-09-07,1,2.7622222222222224,0.07929629629629631,∆pot,Single KO,0.033703703703703694
D5,0.118,GC052,2,glucose-acetate,2021-09-07,1,2.7622222222222224,0.07929629629629631,∆nmp,Single KO,0.038703703703703685
D6,0.119,GC047,2,glucose-acetate,2021-09-07,1,2.7622222222222224,0.07929629629629631,∆his,Single KO,0.039703703703703686
D7,0.15,GC050,2,glucose-acetate,2021-09-07,1,2.7622222222222224,0.07929629629629631,∆rbs,Single KO,0.07070370370370369
D8,0.101,GC048,2,glucose-acetate,2021-09-07,1,2.7622222222222224,0.07929629629629631,∆dpp,Single KO,0.021703703703703697
D9,0.105,GC053,2,glucose-acetate,2021-09-07,1,2.7622222222222224,0.07929629629629631,∆opp,Single KO,0.025703703703703687
D10,0.128,GC055,2,glucose-acetate,2021-09-07,1,2.7622222222222224,0.07929629629629631,∆mgl,Single KO,0.048703703703703694
E3,0.116,GC032,3,glucose-acetate,2021-09-07,1,2.7622222222222224,0.07929629629629631,∆mal,Single KO,0.0367037037037037
E4,0.114,GC049,3,glucose-acetate,2021-09-07,1,2.7622222222222224,0.07929629629629631,∆pot,Single KO,0.034703703703703695
E5,0.119,GC052,3,glucose-acetate,2021-09-07,1,2.7622222222222224,0.07929629629629631,∆nmp,Single KO,0.039703703703703686
E6,0.12,GC047,3,glucose-acetate,2021-09-07,1,2.7622222222222224,0.07929629629629631,∆his,Single KO,0.040703703703703686
E7,0.149,GC050,3,glucose-acetate,2021-09-07,1,2.7622222222222224,0.07929629629629631,∆rbs,Single KO,0.06970370370370368
E8,0.102,GC048,3,glucose-acetate,2021-09-07,1,2.7622222222222224,0.07929629629629631,∆dpp,Single KO,0.022703703703703684
E9,0.108,GC053,3,glucose-acetate,2021-09-07,1,2.7622222222222224,0.07929629629629631,∆opp,Single KO,0.02870370370370369
E10,0.128,GC055,3,glucose-acetate,2021-09-07,1,2.7622222222222224,0.07929629629629631,∆mgl,Single KO,0.048703703703703694
F3,0.102,GC030,1,glucose-acetate,2021-09-07,1,2.7622222222222224,0.07929629629629631,∆glt,Single KO,0.022703703703703684
F4,0.104,GC030,2,glucose-acetate,2021-09-07,1,2.7622222222222224,0.07929629629629631,∆glt,Single KO,0.024703703703703686
F5,0.102,GC030,3,glucose-acetate,2021-09-07,1,2.7622222222222224,0.07929629629629631,∆glt,Single KO,0.022703703703703684
F6,0.114,GC029,1,glucose-acetate,2021-09-07,1,2.7622222222222224,0.07929629629629631,∆flh,Single KO,0.034703703703703695
F7,0.116,GC029,2,glucose-acetate,2021-09-07,1,2.7622222222222224,0.07929629629629631,∆flh,Single KO,0.0367037037037037
F8,0.114,GC029,3,glucose-acetate,2021-09-07,1,2.7622222222222224,0.07929629629629631,∆flh,Single KO,0.034703703703703695
F9,0.096,GC001,1,glucose-acetate,2021-09-07,1,2.7622222222222224,0.07929629629629631,WT,WT,0.016703703703703693
F10,0.096,GC001,2,glucose-acetate,2021-09-07,1,2.7622222222222224,0.07929629629629631,WT,WT,0.016703703703703693
F11,0.093,GC001,3,glucose-acetate,2021-09-07,1,2.7622222222222224,0.07929629629629631,WT,WT,0.01370370370370369
C3,0.119,GC032,1,glucose-acetate,2021-09-07,1,2.887777777777778,0.07944444444444444,∆mal,Single KO,0.03955555555555555
C4,0.117,GC049,1,glucose-acetate,2021-09-07,1,2.887777777777778,0.07944444444444444,∆pot,Single KO,0.037555555555555564
C5,0.123,GC052,1,glucose-acetate,2021-09-07,1,2.887777777777778,0.07944444444444444,∆nmp,Single KO,0.043555555555555556
C6,0.118,GC047,1,glucose-acetate,2021-09-07,1,2.887777777777778,0.07944444444444444,∆his,Single KO,0.03855555555555555
