well,od_600nm,identifier,replicate,growth_medium,date,elapsed_time_hr,avg_blank_value,strain,class
F3,0.148,GC055,1,glucose,2021-07-21,2.0086111111111116,0.07929629629629628,∆mgl,Single KO
F4,0.146,GC055,2,glucose,2021-07-21,2.0086111111111116,0.07929629629629628,∆mgl,Single KO
F5,0.148,GC055,3,glucose,2021-07-21,2.0086111111111116,0.07929629629629628,∆mgl,Single KO
F6,0.159,GC047,1,glucose,2021-07-21,2.0086111111111116,0.07929629629629628,∆his,Single KO
F7,0.163,GC047,2,glucose,2021-07-21,2.0086111111111116,0.07929629629629628,∆his,Single KO
F8,0.163,GC047,3,glucose,2021-07-21,2.0086111111111116,0.07929629629629628,∆his,Single KO
F9,0.134,GC001,1,glucose,2021-07-21,2.0086111111111116,0.07929629629629628,WT,WT
F10,0.134,GC001,2,glucose,2021-07-21,2.0086111111111116,0.07929629629629628,WT,WT
F11,0.132,GC001,3,glucose,2021-07-21,2.0086111111111116,0.07929629629629628,WT,WT
C3,0.201,GC030,1,glucose,2021-07-21,2.1344444444444446,0.07933333333333333,∆glt,Single KO
C4,0.151,GC029,1,glucose,2021-07-21,2.1344444444444446,0.07933333333333333,∆flh,Single KO
C5,0.303,GC050,1,glucose,2021-07-21,2.1344444444444446,0.07933333333333333,∆rbs,Single KO
C6,0.204,GC048,1,glucose,2021-07-21,2.1344444444444446,0.07933333333333333,∆dpp,Single KO
C7,0.104,GC053,1,glucose,2021-07-21,2.1344444444444446,0.07933333333333333,∆opp,Single KO
C8,0.19,GC032,1,glucose,2021-07-21,2.1344444444444446,0.07933333333333333,∆mal,Single KO
C9,0.172,GC049,1,glucose,2021-07-21,2.1344444444444446,0.07933333333333333,∆pot,Single KO
C10,0.219,GC052,1,glucose,2021-07-21,2.1344444444444446,0.07933333333333333,∆nmp,Single KO
D3,0.198,GC030,2,glucose,2021-07-21,2.1344444444444446,0.07933333333333333,∆glt,Single KO
D4,0.149,GC029,2,glucose,2021-07-21,2.1344444444444446,0.07933333333333333,∆flh,Single KO
D5,0.299,GC050,2,glucose,2021-07-21,2.1344444444444446,0.07933333333333333,∆rbs,Single KO
D6,0.205,GC048,2,glucose,2021-07-21,2.1344444444444446,0.07933333333333333,∆dpp,Single KO
D7,0.104,GC053,2,glucose,2021-07-21,2.1344444444444446,0.07933333333333333,∆opp,Single KO
D8,0.191,GC032,2,glucose,2021-07-21,2.1344444444444446,0.07933333333333333,∆mal,Single KO
D9,0.172,GC049,2,glucose,2021-07-21,2.1344444444444446,0.07933333333333333,∆pot,Single KO
D10,0.218,GC052,2,glucose,2021-07-21,2.1344444444444446,0.07933333333333333,∆nmp,Single KO
E3,0.194,GC030,3,glucose,2021-07-21,2.1344444444444446,0.07933333333333333,∆glt,Single KO
E4,0.15,GC029,3,glucose,2021-07-21,2.1344444444444446,0.07933333333333333,∆flh,Single KO
E5,0.296,GC050,3,glucose,2021-07-21,2.1344444444444446,0.07933333333333333,∆rbs,Single KO
E6,0.205,GC048,3,glucose,2021-07-21,2.1344444444444446,0.07933333333333333,∆dpp,Single KO
E7,0.105,GC053,3,glucose,2021-07-21,2.1344444444444446,0.07933333333333333,∆opp,Single KO
E8,0.19,GC032,3,glucose,2021-07-21,2.1344444444444446,0.07933333333333333,∆mal,Single KO
E9,0.172,GC049,3,glucose,2021-07-21,2.1344444444444446,0.07933333333333333,∆pot,Single KO
E10,0.221,GC052,3,glucose,2021-07-21,2.1344444444444446,0.07933333333333333,∆nmp,Single KO
F3,0.156,GC055,1,glucose,2021-07-21,2.1344444444444446,0.07933333333333333,∆mgl,Single KO
F4,0.155,GC055,2,glucose,2021-07-21,2.1344444444444446,0.07933333333333333,∆mgl,Single KO
F5,0.157,GC055,3,glucose,2021-07-21,2.1344444444444446,0.07933333333333333,∆mgl,Single KO
F6,0.171,GC047,1,glucose,2021-07-21,2.1344444444444446,0.07933333333333333,∆his,Single KO
F7,0.173,GC047,2,glucose,2021-07-21,2.1344444444444446,0.07933333333333333,∆his,Single KO
F8,0.176,GC047,3,glucose,2021-07-21,2.1344444444444446,0.07933333333333333,∆his,Single KO
F9,0.141,GC001,1,glucose,2021-07-21,2.1344444444444446,0.07933333333333333,WT,WT
F10,0.141,GC001,2,glucose,2021-07-21,2.1344444444444446,0.07933333333333333,WT,WT
F11,0.139,GC001,3,glucose,2021-07-21,2.1344444444444446,0.07933333333333333,WT,WT
C3,0.215,GC030,1,glucose,2021-07-21,2.26,0.07918518518518518,∆glt,Single KO
C4,0.16,GC029,1,glucose,2021-07-21,2.26,0.07918518518518518,∆flh,Single KO
C5,0.326,GC050,1,glucose,2021-07-21,2.26,0.07918518518518518,∆rbs,Single KO
C6,0.22,GC048,1,glucose,2021-07-21,2.26,0.07918518518518518,∆dpp,Single KO
C7,0.106,GC053,1,glucose,2021-07-21,2.26,0.07918518518518518,∆opp,Single KO
C8,0.206,GC032,1,glucose,2021-07-21,2.26,0.07918518518518518,∆mal,Single KO
C9,0.185,GC049,1,glucose,2021-07-21,2.26,0.07918518518518518,∆pot,Single KO
C10,0.238,GC052,1,glucose,2021-07-21,2.26,0.07918518518518518,∆nmp,Single KO
D3,0.214,GC030,2,glucose,2021-07-21,2.26,0.07918518518518518,∆glt,Single KO
D4,0.158,GC029,2,glucose,2021-07-21,2.26,0.07918518518518518,∆flh,Single KO
D5,0.324,GC050,2,glucose,2021-07-21,2.26,0.07918518518518518,∆rbs,Single KO
D6,0.222,GC048,2,glucose,2021-07-21,2.26,0.07918518518518518,∆dpp,Single KO
D7,0.106,GC053,2,glucose,2021-07-21,2.26,0.07918518518518518,∆opp,Single KO
D8,0.207,GC032,2,glucose,2021-07-21,2.26,0.07918518518518518,∆mal,Single KO
D9,0.185,GC049,2,glucose,2021-07-21,2.26,0.07918518518518518,∆pot,Single KO
D10,0.238,GC052,2,glucose,2021-07-21,2.26,0.07918518518518518,∆nmp,Single KO
E3,0.21,GC030,3,glucose,2021-07-21,2.26,0.07918518518518518,∆glt,Single KO
E4,0.159,GC029,3,glucose,2021-07-21,2.26,0.07918518518518518,∆flh,Single KO
E5,0.317,GC050,3,glucose,2021-07-21,2.26,0.07918518518518518,∆rbs,Single KO
E6,0.222,GC048,3,glucose,2021-07-21,2.26,0.07918518518518518,∆dpp,Single KO
E7,0.108,GC053,3,glucose,2021-07-21,2.26,0.07918518518518518,∆opp,Single KO
E8,0.208,GC032,3,glucose,2021-07-21,2.26,0.07918518518518518,∆mal,Single KO
E9,0.185,GC049,3,glucose,2021-07-21,2.26,0.07918518518518518,∆pot,Single KO
E10,0.24,GC052,3,glucose,2021-07-21,2.26,0.07918518518518518,∆nmp,Single KO
F3,0.166,GC055,1,glucose,2021-07-21,2.26,0.07918518518518518,∆mgl,Single KO
F4,0.165,GC055,2,glucose,2021-07-21,2.26,0.07918518518518518,∆mgl,Single KO
F5,0.166,GC055,3,glucose,2021-07-21,2.26,0.07918518518518518,∆mgl,Single KO
F6,0.184,GC047,1,glucose,2021-07-21,2.26,0.07918518518518518,∆his,Single KO
F7,0.187,GC047,2,glucose,2021-07-21,2.26,0.07918518518518518,∆his,Single KO
F8,0.19,GC047,3,glucose,2021-07-21,2.26,0.07918518518518518,∆his,Single KO
F9,0.149,GC001,1,glucose,2021-07-21,2.26,0.07918518518518518,WT,WT
F10,0.149,GC001,2,glucose,2021-07-21,2.26,0.07918518518518518,WT,WT
F11,0.146,GC001,3,glucose,2021-07-21,2.26,0.07918518518518518,WT,WT
C3,0.231,GC030,1,glucose,2021-07-21,2.3855555555555554,0.07933333333333333,∆glt,Single KO
C4,0.171,GC029,1,glucose,2021-07-21,2.3855555555555554,0.07933333333333333,∆flh,Single KO
C5,0.365,GC050,1,glucose,2021-07-21,2.3855555555555554,0.07933333333333333,∆rbs,Single KO
C6,0.241,GC048,1,glucose,2021-07-21,2.3855555555555554,0.07933333333333333,∆dpp,Single KO
C7,0.11,GC053,1,glucose,2021-07-21,2.3855555555555554,0.07933333333333333,∆opp,Single KO
C8,0.224,GC032,1,glucose,2021-07-21,2.3855555555555554,0.07933333333333333,∆mal,Single KO
C9,0.2,GC049,1,glucose,2021-07-21,2.3855555555555554,0.07933333333333333,∆pot,Single KO
C10,0.259,GC052,1,glucose,2021-07-21,2.3855555555555554,0.07933333333333333,∆nmp,Single KO
D3,0.226,GC030,2,glucose,2021-07-21,2.3855555555555554,0.07933333333333333,∆glt,Single KO
D4,0.169,GC029,2,glucose,2021-07-21,2.3855555555555554,0.07933333333333333,∆flh,Single KO
D5,0.363,GC050,2,glucose,2021-07-21,2.3855555555555554,0.07933333333333333,∆rbs,Single KO
D6,0.243,GC048,2,glucose,2021-07-21,2.3855555555555554,0.07933333333333333,∆dpp,Single KO
D7,0.11,GC053,2,glucose,2021-07-21,2.3855555555555554,0.07933333333333333,∆opp,Single KO
D8,0.224,GC032,2,glucose,2021-07-21,2.3855555555555554,0.07933333333333333,∆mal,Single KO
D9,0.2,GC049,2,glucose,2021-07-21,2.3855555555555554,0.07933333333333333,∆pot,Single KO
D10,0.26,GC052,2,glucose,2021-07-21,2.3855555555555554,0.07933333333333333,∆nmp,Single KO
E3,0.221,GC030,3,glucose,2021-07-21,2.3855555555555554,0.07933333333333333,∆glt,Single KO
E4,0.17,GC029,3,glucose,2021-07-21,2.3855555555555554,0.07933333333333333,∆flh,Single KO
E5,0.35,GC050,3,glucose,2021-07-21,2.3855555555555554,0.07933333333333333,∆rbs,Single KO
E6,0.242,GC048,3,glucose,2021-07-21,2.3855555555555554,0.07933333333333333,∆dpp,Single KO
E7,0.11,GC053,3,glucose,2021-07-21,2.3855555555555554,0.07933333333333333,∆opp,Single KO
E8,0.223,GC032,3,glucose,2021-07-21,2.3855555555555554,0.07933333333333333,∆mal,Single KO
E9,0.2,GC049,3,glucose,2021-07-21,2.3855555555555554,0.07933333333333333,∆pot,Single KO
E10,0.263,GC052,3,glucose,2021-07-21,2.3855555555555554,0.07933333333333333,∆nmp,Single KO
F3,0.178,GC055,1,glucose,2021-07-21,2.3855555555555554,0.07933333333333333,∆mgl,Single KO
F4,0.177,GC055,2,glucose,2021-07-21,2.3855555555555554,0.07933333333333333,∆mgl,Single KO
F5,0.178,GC055,3,glucose,2021-07-21,2.3855555555555554,0.07933333333333333,∆mgl,Single KO
F6,0.2,GC047,1,glucose,2021-07-21,2.3855555555555554,0.07933333333333333,∆his,Single KO
F7,0.203,GC047,2,glucose,2021-07-21,2.3855555555555554,0.07933333333333333,∆his,Single KO
F8,0.206,GC047,3,glucose,2021-07-21,2.3855555555555554,0.07933333333333333,∆his,Single KO
F9,0.158,GC001,1,glucose,2021-07-21,2.3855555555555554,0.07933333333333333,WT,WT
F10,0.16,GC001,2,glucose,2021-07-21,2.3855555555555554,0.07933333333333333,WT,WT
F11,0.157,GC001,3,glucose,2021-07-21,2.3855555555555554,0.07933333333333333,WT,WT
C3,0.252,GC030,1,glucose,2021-07-21,2.511111111111111,0.07925925925925927,∆glt,Single KO
C4,0.183,GC029,1,glucose,2021-07-21,2.511111111111111,0.07925925925925927,∆flh,Single KO
C5,0.408,GC050,1,glucose,2021-07-21,2.511111111111111,0.07925925925925927,∆rbs,Single KO
C6,0.265,GC048,1,glucose,2021-07-21,2.511111111111111,0.07925925925925927,∆dpp,Single KO
C7,0.113,GC053,1,glucose,2021-07-21,2.511111111111111,0.07925925925925927,∆opp,Single KO
C8,0.242,GC032,1,glucose,2021-07-21,2.511111111111111,0.07925925925925927,∆mal,Single KO
C9,0.217,GC049,1,glucose,2021-07-21,2.511111111111111,0.07925925925925927,∆pot,Single KO
C10,0.284,GC052,1,glucose,2021-07-21,2.511111111111111,0.07925925925925927,∆nmp,Single KO
D3,0.246,GC030,2,glucose,2021-07-21,2.511111111111111,0.07925925925925927,∆glt,Single KO
D4,0.181,GC029,2,glucose,2021-07-21,2.511111111111111,0.07925925925925927,∆flh,Single KO
D5,0.408,GC050,2,glucose,2021-07-21,2.511111111111111,0.07925925925925927,∆rbs,Single KO
D6,0.267,GC048,2,glucose,2021-07-21,2.511111111111111,0.07925925925925927,∆dpp,Single KO
D7,0.113,GC053,2,glucose,2021-07-21,2.511111111111111,0.07925925925925927,∆opp,Single KO
D8,0.243,GC032,2,glucose,2021-07-21,2.511111111111111,0.07925925925925927,∆mal,Single KO
D9,0.217,GC049,2,glucose,2021-07-21,2.511111111111111,0.07925925925925927,∆pot,Single KO
D10,0.285,GC052,2,glucose,2021-07-21,2.511111111111111,0.07925925925925927,∆nmp,Single KO
E3,0.24,GC030,3,glucose,2021-07-21,2.511111111111111,0.07925925925925927,∆glt,Single KO
E4,0.182,GC029,3,glucose,2021-07-21,2.511111111111111,0.07925925925925927,∆flh,Single KO
E5,0.398,GC050,3,glucose,2021-07-21,2.511111111111111,0.07925925925925927,∆rbs,Single KO
E6,0.267,GC048,3,glucose,2021-07-21,2.511111111111111,0.07925925925925927,∆dpp,Single KO
E7,0.114,GC053,3,glucose,2021-07-21,2.511111111111111,0.07925925925925927,∆opp,Single KO
E8,0.243,GC032,3,glucose,2021-07-21,2.511111111111111,0.07925925925925927,∆mal,Single KO
E9,0.218,GC049,3,glucose,2021-07-21,2.511111111111111,0.07925925925925927,∆pot,Single KO
E10,0.288,GC052,3,glucose,2021-07-21,2.511111111111111,0.07925925925925927,∆nmp,Single KO
F3,0.195,GC055,1,glucose,2021-07-21,2.511111111111111,0.07925925925925927,∆mgl,Single KO
F4,0.192,GC055,2,glucose,2021-07-21,2.511111111111111,0.07925925925925927,∆mgl,Single KO
F5,0.194,GC055,3,glucose,2021-07-21,2.511111111111111,0.07925925925925927,∆mgl,Single KO
F6,0.219,GC047,1,glucose,2021-07-21,2.511111111111111,0.07925925925925927,∆his,Single KO
F7,0.223,GC047,2,glucose,2021-07-21,2.511111111111111,0.07925925925925927,∆his,Single KO
F8,0.226,GC047,3,glucose,2021-07-21,2.511111111111111,0.07925925925925927,∆his,Single KO
F9,0.169,GC001,1,glucose,2021-07-21,2.511111111111111,0.07925925925925927,WT,WT
F10,0.169,GC001,2,glucose,2021-07-21,2.511111111111111,0.07925925925925927,WT,WT
F11,0.166,GC001,3,glucose,2021-07-21,2.511111111111111,0.07925925925925927,WT,WT
C3,0.277,GC030,1,glucose,2021-07-21,2.6366666666666667,0.0792962962962963,∆glt,Single KO
C4,0.197,GC029,1,glucose,2021-07-21,2.6366666666666667,0.0792962962962963,∆flh,Single KO
C5,0.463,GC050,1,glucose,2021-07-21,2.6366666666666667,0.0792962962962963,∆rbs,Single KO
C6,0.293,GC048,1,glucose,2021-07-21,2.6366666666666667,0.0792962962962963,∆dpp,Single KO
C7,0.117,GC053,1,glucose,2021-07-21,2.6366666666666667,0.0792962962962963,∆opp,Single KO
C8,0.262,GC032,1,glucose,2021-07-21,2.6366666666666667,0.0792962962962963,∆mal,Single KO
C9,0.236,GC049,1,glucose,2021-07-21,2.6366666666666667,0.0792962962962963,∆pot,Single KO
C10,0.311,GC052,1,glucose,2021-07-21,2.6366666666666667,0.0792962962962963,∆nmp,Single KO
D3,0.271,GC030,2,glucose,2021-07-21,2.6366666666666667,0.0792962962962963,∆glt,Single KO
D4,0.195,GC029,2,glucose,2021-07-21,2.6366666666666667,0.0792962962962963,∆flh,Single KO
D5,0.462,GC050,2,glucose,2021-07-21,2.6366666666666667,0.0792962962962963,∆rbs,Single KO
D6,0.297,GC048,2,glucose,2021-07-21,2.6366666666666667,0.0792962962962963,∆dpp,Single KO
D7,0.116,GC053,2,glucose,2021-07-21,2.6366666666666667,0.0792962962962963,∆opp,Single KO
D8,0.265,GC032,2,glucose,2021-07-21,2.6366666666666667,0.0792962962962963,∆mal,Single KO
D9,0.236,GC049,2,glucose,2021-07-21,2.6366666666666667,0.0792962962962963,∆pot,Single KO
D10,0.313,GC052,2,glucose,2021-07-21,2.6366666666666667,0.0792962962962963,∆nmp,Single KO
E3,0.263,GC030,3,glucose,2021-07-21,2.6366666666666667,0.0792962962962963,∆glt,Single KO
E4,0.194,GC029,3,glucose,2021-07-21,2.6366666666666667,0.0792962962962963,∆flh,Single KO
E5,0.442,GC050,3,glucose,2021-07-21,2.6366666666666667,0.0792962962962963,∆rbs,Single KO
E6,0.296,GC048,3,glucose,2021-07-21,2.6366666666666667,0.0792962962962963,∆dpp,Single KO
E7,0.117,GC053,3,glucose,2021-07-21,2.6366666666666667,0.0792962962962963,∆opp,Single KO
E8,0.266,GC032,3,glucose,2021-07-21,2.6366666666666667,0.0792962962962963,∆mal,Single KO
E9,0.238,GC049,3,glucose,2021-07-21,2.6366666666666667,0.0792962962962963,∆pot,Single KO
E10,0.317,GC052,3,glucose,2021-07-21,2.6366666666666667,0.0792962962962963,∆nmp,Single KO
F3,0.212,GC055,1,glucose,2021-07-21,2.6366666666666667,0.0792962962962963,∆mgl,Single KO
F4,0.208,GC055,2,glucose,2021-07-21,2.6366666666666667,0.0792962962962963,∆mgl,Single KO
F5,0.211,GC055,3,glucose,2021-07-21,2.6366666666666667,0.0792962962962963,∆mgl,Single KO
F6,0.242,GC047,1,glucose,2021-07-21,2.6366666666666667,0.0792962962962963,∆his,Single KO
F7,0.245,GC047,2,glucose,2021-07-21,2.6366666666666667,0.0792962962962963,∆his,Single KO
F8,0.248,GC047,3,glucose,2021-07-21,2.6366666666666667,0.0792962962962963,∆his,Single KO
F9,0.184,GC001,1,glucose,2021-07-21,2.6366666666666667,0.0792962962962963,WT,WT
F10,0.183,GC001,2,glucose,2021-07-21,2.6366666666666667,0.0792962962962963,WT,WT
F11,0.179,GC001,3,glucose,2021-07-21,2.6366666666666667,0.0792962962962963,WT,WT
C3,0.306,GC030,1,glucose,2021-07-21,2.7622222222222224,0.07933333333333333,∆glt,Single KO
C4,0.212,GC029,1,glucose,2021-07-21,2.7622222222222224,0.07933333333333333,∆flh,Single KO
C5,0.473,GC050,1,glucose,2021-07-21,2.7622222222222224,0.07933333333333333,∆rbs,Single KO
C6,0.327,GC048,1,glucose,2021-07-21,2.7622222222222224,0.07933333333333333,∆dpp,Single KO
C7,0.121,GC053,1,glucose,2021-07-21,2.7622222222222224,0.07933333333333333,∆opp,Single KO
C8,0.285,GC032,1,glucose,2021-07-21,2.7622222222222224,0.07933333333333333,∆mal,Single KO
C9,0.258,GC049,1,glucose,2021-07-21,2.7622222222222224,0.07933333333333333,∆pot,Single KO
C10,0.343,GC052,1,glucose,2021-07-21,2.7622222222222224,0.07933333333333333,∆nmp,Single KO
D3,0.298,GC030,2,glucose,2021-07-21,2.7622222222222224,0.07933333333333333,∆glt,Single KO
D4,0.21,GC029,2,glucose,2021-07-21,2.7622222222222224,0.07933333333333333,∆flh,Single KO
D5,0.469,GC050,2,glucose,2021-07-21,2.7622222222222224,0.07933333333333333,∆rbs,Single KO
D6,0.331,GC048,2,glucose,2021-07-21,2.7622222222222224,0.07933333333333333,∆dpp,Single KO
D7,0.12,GC053,2,glucose,2021-07-21,2.7622222222222224,0.07933333333333333,∆opp,Single KO
D8,0.293,GC032,2,glucose,2021-07-21,2.7622222222222224,0.07933333333333333,∆mal,Single KO
D9,0.259,GC049,2,glucose,2021-07-21,2.7622222222222224,0.07933333333333333,∆pot,Single KO
D10,0.344,GC052,2,glucose,2021-07-21,2.7622222222222224,0.07933333333333333,∆nmp,Single KO
E3,0.291,GC030,3,glucose,2021-07-21,2.7622222222222224,0.07933333333333333,∆glt,Single KO
E4,0.21,GC029,3,glucose,2021-07-21,2.7622222222222224,0.07933333333333333,∆flh,Single KO
E5,0.449,GC050,3,glucose,2021-07-21,2.7622222222222224,0.07933333333333333,∆rbs,Single KO
E6,0.329,GC048,3,glucose,2021-07-21,2.7622222222222224,0.07933333333333333,∆dpp,Single KO
E7,0.121,GC053,3,glucose,2021-07-21,2.7622222222222224,0.07933333333333333,∆opp,Single KO
E8,0.287,GC032,3,glucose,2021-07-21,2.7622222222222224,0.07933333333333333,∆mal,Single KO
E9,0.261,GC049,3,glucose,2021-07-21,2.7622222222222224,0.07933333333333333,∆pot,Single KO
E10,0.349,GC052,3,glucose,2021-07-21,2.7622222222222224,0.07933333333333333,∆nmp,Single KO
F3,0.223,GC055,1,glucose,2021-07-21,2.7622222222222224,0.07933333333333333,∆mgl,Single KO
F4,0.223,GC055,2,glucose,2021-07-21,2.7622222222222224,0.07933333333333333,∆mgl,Single KO
F5,0.225,GC055,3,glucose,2021-07-21,2.7622222222222224,0.07933333333333333,∆mgl,Single KO
F6,0.269,GC047,1,glucose,2021-07-21,2.7622222222222224,0.07933333333333333,∆his,Single KO
F7,0.272,GC047,2,glucose,2021-07-21,2.7622222222222224,0.07933333333333333,∆his,Single KO
F8,0.274,GC047,3,glucose,2021-07-21,2.7622222222222224,0.07933333333333333,∆his,Single KO
F9,0.198,GC001,1,glucose,2021-07-21,2.7622222222222224,0.07933333333333333,WT,WT
F10,0.198,GC001,2,glucose,2021-07-21,2.7622222222222224,0.07933333333333333,WT,WT
F11,0.194,GC001,3,glucose,2021-07-21,2.7622222222222224,0.07933333333333333,WT,WT
C3,0.342,GC030,1,glucose,2021-07-21,2.887777777777778,0.07925925925925927,∆glt,Single KO
C4,0.233,GC029,1,glucose,2021-07-21,2.887777777777778,0.07925925925925927,∆flh,Single KO
C5,0.491,GC050,1,glucose,2021-07-21,2.887777777777778,0.07925925925925927,∆rbs,Single KO
C6,0.367,GC048,1,glucose,2021-07-21,2.887777777777778,0.07925925925925927,∆dpp,Single KO
C7,0.125,GC053,1,glucose,2021-07-21,2.887777777777778,0.07925925925925927,∆opp,Single KO
C8,0.31,GC032,1,glucose,2021-07-21,2.887777777777778,0.07925925925925927,∆mal,Single KO
C9,0.284,GC049,1,glucose,2021-07-21,2.887777777777778,0.07925925925925927,∆pot,Single KO
C10,0.376,GC052,1,glucose,2021-07-21,2.887777777777778,0.07925925925925927,∆nmp,Single KO
D3,0.33,GC030,2,glucose,2021-07-21,2.887777777777778,0.07925925925925927,∆glt,Single KO
D4,0.231,GC029,2,glucose,2021-07-21,2.887777777777778,0.07925925925925927,∆flh,Single KO
D5,0.489,GC050,2,glucose,2021-07-21,2.887777777777778,0.07925925925925927,∆rbs,Single KO
D6,0.368,GC048,2,glucose,2021-07-21,2.887777777777778,0.07925925925925927,∆dpp,Single KO
D7,0.125,GC053,2,glucose,2021-07-21,2.887777777777778,0.07925925925925927,∆opp,Single KO
D8,0.32,GC032,2,glucose,2021-07-21,2.887777777777778,0.07925925925925927,∆mal,Single KO
D9,0.285,GC049,2,glucose,2021-07-21,2.887777777777778,0.07925925925925927,∆pot,Single KO
D10,0.379,GC052,2,glucose,2021-07-21,2.887777777777778,0.07925925925925927,∆nmp,Single KO
E3,0.322,GC030,3,glucose,2021-07-21,2.887777777777778,0.07925925925925927,∆glt,Single KO
E4,0.229,GC029,3,glucose,2021-07-21,2.887777777777778,0.07925925925925927,∆flh,Single KO
E5,0.476,GC050,3,glucose,2021-07-21,2.887777777777778,0.07925925925925927,∆rbs,Single KO
E6,0.369,GC048,3,glucose,2021-07-21,2.887777777777778,0.07925925925925927,∆dpp,Single KO
E7,0.127,GC053,3,glucose,2021-07-21,2.887777777777778,0.07925925925925927,∆opp,Single KO
E8,0.313,GC032,3,glucose,2021-07-21,2.887777777777778,0.07925925925925927,∆mal,Single KO
E9,0.288,GC049,3,glucose,2021-07-21,2.887777777777778,0.07925925925925927,∆pot,Single KO
E10,0.385,GC052,3,glucose,2021-07-21,2.887777777777778,0.07925925925925927,∆nmp,Single KO
F3,0.243,GC055,1,glucose,2021-07-21,2.887777777777778,0.07925925925925927,∆mgl,Single KO
F4,0.243,GC055,2,glucose,2021-07-21,2.887777777777778,0.07925925925925927,∆mgl,Single KO
F5,0.246,GC055,3,glucose,2021-07-21,2.887777777777778,0.07925925925925927,∆mgl,Single KO
F6,0.304,GC047,1,glucose,2021-07-21,2.887777777777778,0.07925925925925927,∆his,Single KO
F7,0.303,GC047,2,glucose,2021-07-21,2.887777777777778,0.07925925925925927,∆his,Single KO
F8,0.303,GC047,3,glucose,2021-07-21,2.887777777777778,0.07925925925925927,∆his,Single KO
F9,0.213,GC001,1,glucose,2021-07-21,2.887777777777778,0.07925925925925927,WT,WT
F10,0.215,GC001,2,glucose,2021-07-21,2.887777777777778,0.07925925925925927,WT,WT
F11,0.211,GC001,3,glucose,2021-07-21,2.887777777777778,0.07925925925925927,WT,WT
C3,0.384,GC030,1,glucose,2021-07-21,3.013333333333333,0.07922222222222224,∆glt,Single KO
C4,0.26,GC029,1,glucose,2021-07-21,3.013333333333333,0.07922222222222224,∆flh,Single KO
C5,0.531,GC050,1,glucose,2021-07-21,3.013333333333333,0.07922222222222224,∆rbs,Single KO
C6,0.408,GC048,1,glucose,2021-07-21,3.013333333333333,0.07922222222222224,∆dpp,Single KO
C7,0.13,GC053,1,glucose,2021-07-21,3.013333333333333,0.07922222222222224,∆opp,Single KO
C8,0.339,GC032,1,glucose,2021-07-21,3.013333333333333,0.07922222222222224,∆mal,Single KO
C9,0.314,GC049,1,glucose,2021-07-21,3.013333333333333,0.07922222222222224,∆pot,Single KO
C10,0.415,GC052,1,glucose,2021-07-21,3.013333333333333,0.07922222222222224,∆nmp,Single KO
D3,0.366,GC030,2,glucose,2021-07-21,3.013333333333333,0.07922222222222224,∆glt,Single KO
D4,0.257,GC029,2,glucose,2021-07-21,3.013333333333333,0.07922222222222224,∆flh,Single KO
D5,0.524,GC050,2,glucose,2021-07-21,3.013333333333333,0.07922222222222224,∆rbs,Single KO
D6,0.409,GC048,2,glucose,2021-07-21,3.013333333333333,0.07922222222222224,∆dpp,Single KO
D7,0.13,GC053,2,glucose,2021-07-21,3.013333333333333,0.07922222222222224,∆opp,Single KO
D8,0.349,GC032,2,glucose,2021-07-21,3.013333333333333,0.07922222222222224,∆mal,Single KO
D9,0.315,GC049,2,glucose,2021-07-21,3.013333333333333,0.07922222222222224,∆pot,Single KO
D10,0.417,GC052,2,glucose,2021-07-21,3.013333333333333,0.07922222222222224,∆nmp,Single KO
E3,0.354,GC030,3,glucose,2021-07-21,3.013333333333333,0.07922222222222224,∆glt,Single KO
E4,0.25,GC029,3,glucose,2021-07-21,3.013333333333333,0.07922222222222224,∆flh,Single KO
E5,0.501,GC050,3,glucose,2021-07-21,3.013333333333333,0.07922222222222224,∆rbs,Single KO
E6,0.412,GC048,3,glucose,2021-07-21,3.013333333333333,0.07922222222222224,∆dpp,Single KO
E7,0.132,GC053,3,glucose,2021-07-21,3.013333333333333,0.07922222222222224,∆opp,Single KO
E8,0.342,GC032,3,glucose,2021-07-21,3.013333333333333,0.07922222222222224,∆mal,Single KO
E9,0.319,GC049,3,glucose,2021-07-21,3.013333333333333,0.07922222222222224,∆pot,Single KO
E10,0.424,GC052,3,glucose,2021-07-21,3.013333333333333,0.07922222222222224,∆nmp,Single KO
F3,0.269,GC055,1,glucose,2021-07-21,3.013333333333333,0.07922222222222224,∆mgl,Single KO
F4,0.27,GC055,2,glucose,2021-07-21,3.013333333333333,0.07922222222222224,∆mgl,Single KO
F5,0.274,GC055,3,glucose,2021-07-21,3.013333333333333,0.07922222222222224,∆mgl,Single KO
F6,0.34,GC047,1,glucose,2021-07-21,3.013333333333333,0.07922222222222224,∆his,Single KO
F7,0.338,GC047,2,glucose,2021-07-21,3.013333333333333,0.07922222222222224,∆his,Single KO
F8,0.337,GC047,3,glucose,2021-07-21,3.013333333333333,0.07922222222222224,∆his,Single KO
F9,0.233,GC001,1,glucose,2021-07-21,3.013333333333333,0.07922222222222224,WT,WT
F10,0.235,GC001,2,glucose,2021-07-21,3.013333333333333,0.07922222222222224,WT,WT
F11,0.231,GC001,3,glucose,2021-07-21,3.013333333333333,0.07922222222222224,WT,WT
C3,0.427,GC030,1,glucose,2021-07-21,3.138888888888889,0.07918518518518518,∆glt,Single KO
