well,od_600nm,identifier,replicate,growth_medium,date,elapsed_time_hr,avg_blank_value,strain,class
D3,0.684,GC030,2,glucose,2021-07-21,11.174444444444445,0.07948148148148147,∆glt,Single KO
D4,0.591,GC029,2,glucose,2021-07-21,11.174444444444445,0.07948148148148147,∆flh,Single KO
D5,0.596,GC050,2,glucose,2021-07-21,11.174444444444445,0.07948148148148147,∆rbs,Single KO
D6,0.705,GC048,2,glucose,2021-07-21,11.174444444444445,0.07948148148148147,∆dpp,Single KO
D7,0.615,GC053,2,glucose,2021-07-21,11.174444444444445,0.07948148148148147,∆opp,Single KO
D8,0.539,GC032,2,glucose,2021-07-21,11.174444444444445,0.07948148148148147,∆mal,Single KO
D9,0.687,GC049,2,glucose,2021-07-21,11.174444444444445,0.07948148148148147,∆pot,Single KO
D10,0.7,GC052,2,glucose,2021-07-21,11.174444444444445,0.07948148148148147,∆nmp,Single KO
E3,0.664,GC030,3,glucose,2021-07-21,11.174444444444445,0.07948148148148147,∆glt,Single KO
E4,0.594,GC029,3,glucose,2021-07-21,11.174444444444445,0.07948148148148147,∆flh,Single KO
E5,0.597,GC050,3,glucose,2021-07-21,11.174444444444445,0.07948148148148147,∆rbs,Single KO
E6,0.706,GC048,3,glucose,2021-07-21,11.174444444444445,0.07948148148148147,∆dpp,Single KO
E7,0.615,GC053,3,glucose,2021-07-21,11.174444444444445,0.07948148148148147,∆opp,Single KO
E8,0.526,GC032,3,glucose,2021-07-21,11.174444444444445,0.07948148148148147,∆mal,Single KO
E9,0.693,GC049,3,glucose,2021-07-21,11.174444444444445,0.07948148148148147,∆pot,Single KO
E10,0.707,GC052,3,glucose,2021-07-21,11.174444444444445,0.07948148148148147,∆nmp,Single KO
F3,0.695,GC055,1,glucose,2021-07-21,11.174444444444445,0.07948148148148147,∆mgl,Single KO
F4,0.692,GC055,2,glucose,2021-07-21,11.174444444444445,0.07948148148148147,∆mgl,Single KO
F5,0.7,GC055,3,glucose,2021-07-21,11.174444444444445,0.07948148148148147,∆mgl,Single KO
F6,0.704,GC047,1,glucose,2021-07-21,11.174444444444445,0.07948148148148147,∆his,Single KO
F7,0.704,GC047,2,glucose,2021-07-21,11.174444444444445,0.07948148148148147,∆his,Single KO
F8,0.704,GC047,3,glucose,2021-07-21,11.174444444444445,0.07948148148148147,∆his,Single KO
F9,0.705,GC001,1,glucose,2021-07-21,11.174444444444445,0.07948148148148147,WT,WT
F10,0.71,GC001,2,glucose,2021-07-21,11.174444444444445,0.07948148148148147,WT,WT
F11,0.707,GC001,3,glucose,2021-07-21,11.174444444444445,0.07948148148148147,WT,WT
C3,0.7,GC030,1,glucose,2021-07-21,11.3,0.07940740740740741,∆glt,Single KO
C4,0.59,GC029,1,glucose,2021-07-21,11.3,0.07940740740740741,∆flh,Single KO
C5,0.593,GC050,1,glucose,2021-07-21,11.3,0.07940740740740741,∆rbs,Single KO
C6,0.701,GC048,1,glucose,2021-07-21,11.3,0.07940740740740741,∆dpp,Single KO
C7,0.611,GC053,1,glucose,2021-07-21,11.3,0.07940740740740741,∆opp,Single KO
C8,0.523,GC032,1,glucose,2021-07-21,11.3,0.07940740740740741,∆mal,Single KO
C9,0.687,GC049,1,glucose,2021-07-21,11.3,0.07940740740740741,∆pot,Single KO
C10,0.7,GC052,1,glucose,2021-07-21,11.3,0.07940740740740741,∆nmp,Single KO
D3,0.683,GC030,2,glucose,2021-07-21,11.3,0.07940740740740741,∆glt,Single KO
D4,0.59,GC029,2,glucose,2021-07-21,11.3,0.07940740740740741,∆flh,Single KO
D5,0.595,GC050,2,glucose,2021-07-21,11.3,0.07940740740740741,∆rbs,Single KO
D6,0.704,GC048,2,glucose,2021-07-21,11.3,0.07940740740740741,∆dpp,Single KO
D7,0.612,GC053,2,glucose,2021-07-21,11.3,0.07940740740740741,∆opp,Single KO
D8,0.539,GC032,2,glucose,2021-07-21,11.3,0.07940740740740741,∆mal,Single KO
D9,0.687,GC049,2,glucose,2021-07-21,11.3,0.07940740740740741,∆pot,Single KO
D10,0.699,GC052,2,glucose,2021-07-21,11.3,0.07940740740740741,∆nmp,Single KO
E3,0.663,GC030,3,glucose,2021-07-21,11.3,0.07940740740740741,∆glt,Single KO
E4,0.588,GC029,3,glucose,2021-07-21,11.3,0.07940740740740741,∆flh,Single KO
E5,0.595,GC050,3,glucose,2021-07-21,11.3,0.07940740740740741,∆rbs,Single KO
E6,0.705,GC048,3,glucose,2021-07-21,11.3,0.07940740740740741,∆dpp,Single KO
E7,0.613,GC053,3,glucose,2021-07-21,11.3,0.07940740740740741,∆opp,Single KO
E8,0.526,GC032,3,glucose,2021-07-21,11.3,0.07940740740740741,∆mal,Single KO
E9,0.692,GC049,3,glucose,2021-07-21,11.3,0.07940740740740741,∆pot,Single KO
E10,0.706,GC052,3,glucose,2021-07-21,11.3,0.07940740740740741,∆nmp,Single KO
F3,0.693,GC055,1,glucose,2021-07-21,11.3,0.07940740740740741,∆mgl,Single KO
F4,0.691,GC055,2,glucose,2021-07-21,11.3,0.07940740740740741,∆mgl,Single KO
F5,0.699,GC055,3,glucose,2021-07-21,11.3,0.07940740740740741,∆mgl,Single KO
F6,0.703,GC047,1,glucose,2021-07-21,11.3,0.07940740740740741,∆his,Single KO
F7,0.703,GC047,2,glucose,2021-07-21,11.3,0.07940740740740741,∆his,Single KO
F8,0.702,GC047,3,glucose,2021-07-21,11.3,0.07940740740740741,∆his,Single KO
F9,0.703,GC001,1,glucose,2021-07-21,11.3,0.07940740740740741,WT,WT
F10,0.708,GC001,2,glucose,2021-07-21,11.3,0.07940740740740741,WT,WT
F11,0.705,GC001,3,glucose,2021-07-21,11.3,0.07940740740740741,WT,WT
C3,0.698,GC030,1,glucose,2021-07-21,11.425555555555556,0.07933333333333333,∆glt,Single KO
C4,0.588,GC029,1,glucose,2021-07-21,11.425555555555556,0.07933333333333333,∆flh,Single KO
C5,0.592,GC050,1,glucose,2021-07-21,11.425555555555556,0.07933333333333333,∆rbs,Single KO
C6,0.7,GC048,1,glucose,2021-07-21,11.425555555555556,0.07933333333333333,∆dpp,Single KO
C7,0.609,GC053,1,glucose,2021-07-21,11.425555555555556,0.07933333333333333,∆opp,Single KO
C8,0.521,GC032,1,glucose,2021-07-21,11.425555555555556,0.07933333333333333,∆mal,Single KO
C9,0.685,GC049,1,glucose,2021-07-21,11.425555555555556,0.07933333333333333,∆pot,Single KO
C10,0.698,GC052,1,glucose,2021-07-21,11.425555555555556,0.07933333333333333,∆nmp,Single KO
D3,0.682,GC030,2,glucose,2021-07-21,11.425555555555556,0.07933333333333333,∆glt,Single KO
D4,0.588,GC029,2,glucose,2021-07-21,11.425555555555556,0.07933333333333333,∆flh,Single KO
D5,0.593,GC050,2,glucose,2021-07-21,11.425555555555556,0.07933333333333333,∆rbs,Single KO
D6,0.703,GC048,2,glucose,2021-07-21,11.425555555555556,0.07933333333333333,∆dpp,Single KO
D7,0.611,GC053,2,glucose,2021-07-21,11.425555555555556,0.07933333333333333,∆opp,Single KO
D8,0.538,GC032,2,glucose,2021-07-21,11.425555555555556,0.07933333333333333,∆mal,Single KO
D9,0.685,GC049,2,glucose,2021-07-21,11.425555555555556,0.07933333333333333,∆pot,Single KO
D10,0.697,GC052,2,glucose,2021-07-21,11.425555555555556,0.07933333333333333,∆nmp,Single KO
E3,0.662,GC030,3,glucose,2021-07-21,11.425555555555556,0.07933333333333333,∆glt,Single KO
E4,0.59,GC029,3,glucose,2021-07-21,11.425555555555556,0.07933333333333333,∆flh,Single KO
E5,0.594,GC050,3,glucose,2021-07-21,11.425555555555556,0.07933333333333333,∆rbs,Single KO
E6,0.704,GC048,3,glucose,2021-07-21,11.425555555555556,0.07933333333333333,∆dpp,Single KO
E7,0.612,GC053,3,glucose,2021-07-21,11.425555555555556,0.07933333333333333,∆opp,Single KO
E8,0.524,GC032,3,glucose,2021-07-21,11.425555555555556,0.07933333333333333,∆mal,Single KO
E9,0.691,GC049,3,glucose,2021-07-21,11.425555555555556,0.07933333333333333,∆pot,Single KO
E10,0.704,GC052,3,glucose,2021-07-21,11.425555555555556,0.07933333333333333,∆nmp,Single KO
F3,0.693,GC055,1,glucose,2021-07-21,11.425555555555556,0.07933333333333333,∆mgl,Single KO
F4,0.69,GC055,2,glucose,2021-07-21,11.425555555555556,0.07933333333333333,∆mgl,Single KO
F5,0.698,GC055,3,glucose,2021-07-21,11.425555555555556,0.07933333333333333,∆mgl,Single KO
F6,0.702,GC047,1,glucose,2021-07-21,11.425555555555556,0.07933333333333333,∆his,Single KO
F7,0.702,GC047,2,glucose,2021-07-21,11.425555555555556,0.07933333333333333,∆his,Single KO
F8,0.701,GC047,3,glucose,2021-07-21,11.425555555555556,0.07933333333333333,∆his,Single KO
F9,0.702,GC001,1,glucose,2021-07-21,11.425555555555556,0.07933333333333333,WT,WT
F10,0.706,GC001,2,glucose,2021-07-21,11.425555555555556,0.07933333333333333,WT,WT
F11,0.704,GC001,3,glucose,2021-07-21,11.425555555555556,0.07933333333333333,WT,WT
C3,0.697,GC030,1,glucose,2021-07-21,11.551111111111112,0.07944444444444444,∆glt,Single KO
C4,0.587,GC029,1,glucose,2021-07-21,11.551111111111112,0.07944444444444444,∆flh,Single KO
C5,0.59,GC050,1,glucose,2021-07-21,11.551111111111112,0.07944444444444444,∆rbs,Single KO
C6,0.699,GC048,1,glucose,2021-07-21,11.551111111111112,0.07944444444444444,∆dpp,Single KO
C7,0.607,GC053,1,glucose,2021-07-21,11.551111111111112,0.07944444444444444,∆opp,Single KO
C8,0.521,GC032,1,glucose,2021-07-21,11.551111111111112,0.07944444444444444,∆mal,Single KO
C9,0.684,GC049,1,glucose,2021-07-21,11.551111111111112,0.07944444444444444,∆pot,Single KO
C10,0.696,GC052,1,glucose,2021-07-21,11.551111111111112,0.07944444444444444,∆nmp,Single KO
D3,0.681,GC030,2,glucose,2021-07-21,11.551111111111112,0.07944444444444444,∆glt,Single KO
D4,0.586,GC029,2,glucose,2021-07-21,11.551111111111112,0.07944444444444444,∆flh,Single KO
D5,0.591,GC050,2,glucose,2021-07-21,11.551111111111112,0.07944444444444444,∆rbs,Single KO
D6,0.701,GC048,2,glucose,2021-07-21,11.551111111111112,0.07944444444444444,∆dpp,Single KO
D7,0.608,GC053,2,glucose,2021-07-21,11.551111111111112,0.07944444444444444,∆opp,Single KO
D8,0.536,GC032,2,glucose,2021-07-21,11.551111111111112,0.07944444444444444,∆mal,Single KO
D9,0.684,GC049,2,glucose,2021-07-21,11.551111111111112,0.07944444444444444,∆pot,Single KO
D10,0.696,GC052,2,glucose,2021-07-21,11.551111111111112,0.07944444444444444,∆nmp,Single KO
E3,0.66,GC030,3,glucose,2021-07-21,11.551111111111112,0.07944444444444444,∆glt,Single KO
E4,0.584,GC029,3,glucose,2021-07-21,11.551111111111112,0.07944444444444444,∆flh,Single KO
E5,0.593,GC050,3,glucose,2021-07-21,11.551111111111112,0.07944444444444444,∆rbs,Single KO
E6,0.703,GC048,3,glucose,2021-07-21,11.551111111111112,0.07944444444444444,∆dpp,Single KO
E7,0.61,GC053,3,glucose,2021-07-21,11.551111111111112,0.07944444444444444,∆opp,Single KO
E8,0.522,GC032,3,glucose,2021-07-21,11.551111111111112,0.07944444444444444,∆mal,Single KO
E9,0.689,GC049,3,glucose,2021-07-21,11.551111111111112,0.07944444444444444,∆pot,Single KO
E10,0.703,GC052,3,glucose,2021-07-21,11.551111111111112,0.07944444444444444,∆nmp,Single KO
F3,0.691,GC055,1,glucose,2021-07-21,11.551111111111112,0.07944444444444444,∆mgl,Single KO
F4,0.688,GC055,2,glucose,2021-07-21,11.551111111111112,0.07944444444444444,∆mgl,Single KO
F5,0.696,GC055,3,glucose,2021-07-21,11.551111111111112,0.07944444444444444,∆mgl,Single KO
F6,0.7,GC047,1,glucose,2021-07-21,11.551111111111112,0.07944444444444444,∆his,Single KO
F7,0.7,GC047,2,glucose,2021-07-21,11.551111111111112,0.07944444444444444,∆his,Single KO
F8,0.7,GC047,3,glucose,2021-07-21,11.551111111111112,0.07944444444444444,∆his,Single KO
F9,0.701,GC001,1,glucose,2021-07-21,11.551111111111112,0.07944444444444444,WT,WT
F10,0.705,GC001,2,glucose,2021-07-21,11.551111111111112,0.07944444444444444,WT,WT
F11,0.704,GC001,3,glucose,2021-07-21,11.551111111111112,0.07944444444444444,WT,WT
C3,0.695,GC030,1,glucose,2021-07-21,11.676666666666666,0.07944444444444444,∆glt,Single KO
C4,0.586,GC029,1,glucose,2021-07-21,11.676666666666666,0.07944444444444444,∆flh,Single KO
C5,0.589,GC050,1,glucose,2021-07-21,11.676666666666666,0.07944444444444444,∆rbs,Single KO
C6,0.698,GC048,1,glucose,2021-07-21,11.676666666666666,0.07944444444444444,∆dpp,Single KO
C7,0.605,GC053,1,glucose,2021-07-21,11.676666666666666,0.07944444444444444,∆opp,Single KO
C8,0.519,GC032,1,glucose,2021-07-21,11.676666666666666,0.07944444444444444,∆mal,Single KO
C9,0.683,GC049,1,glucose,2021-07-21,11.676666666666666,0.07944444444444444,∆pot,Single KO
C10,0.695,GC052,1,glucose,2021-07-21,11.676666666666666,0.07944444444444444,∆nmp,Single KO
D3,0.679,GC030,2,glucose,2021-07-21,11.676666666666666,0.07944444444444444,∆glt,Single KO
D4,0.584,GC029,2,glucose,2021-07-21,11.676666666666666,0.07944444444444444,∆flh,Single KO
D5,0.591,GC050,2,glucose,2021-07-21,11.676666666666666,0.07944444444444444,∆rbs,Single KO
D6,0.7,GC048,2,glucose,2021-07-21,11.676666666666666,0.07944444444444444,∆dpp,Single KO
D7,0.606,GC053,2,glucose,2021-07-21,11.676666666666666,0.07944444444444444,∆opp,Single KO
D8,0.536,GC032,2,glucose,2021-07-21,11.676666666666666,0.07944444444444444,∆mal,Single KO
D9,0.683,GC049,2,glucose,2021-07-21,11.676666666666666,0.07944444444444444,∆pot,Single KO
D10,0.694,GC052,2,glucose,2021-07-21,11.676666666666666,0.07944444444444444,∆nmp,Single KO
E3,0.659,GC030,3,glucose,2021-07-21,11.676666666666666,0.07944444444444444,∆glt,Single KO
E4,0.583,GC029,3,glucose,2021-07-21,11.676666666666666,0.07944444444444444,∆flh,Single KO
E5,0.591,GC050,3,glucose,2021-07-21,11.676666666666666,0.07944444444444444,∆rbs,Single KO
E6,0.701,GC048,3,glucose,2021-07-21,11.676666666666666,0.07944444444444444,∆dpp,Single KO
E7,0.608,GC053,3,glucose,2021-07-21,11.676666666666666,0.07944444444444444,∆opp,Single KO
E8,0.522,GC032,3,glucose,2021-07-21,11.676666666666666,0.07944444444444444,∆mal,Single KO
E9,0.688,GC049,3,glucose,2021-07-21,11.676666666666666,0.07944444444444444,∆pot,Single KO
E10,0.702,GC052,3,glucose,2021-07-21,11.676666666666666,0.07944444444444444,∆nmp,Single KO
F3,0.69,GC055,1,glucose,2021-07-21,11.676666666666666,0.07944444444444444,∆mgl,Single KO
F4,0.687,GC055,2,glucose,2021-07-21,11.676666666666666,0.07944444444444444,∆mgl,Single KO
F5,0.695,GC055,3,glucose,2021-07-21,11.676666666666666,0.07944444444444444,∆mgl,Single KO
F6,0.699,GC047,1,glucose,2021-07-21,11.676666666666666,0.07944444444444444,∆his,Single KO
F7,0.699,GC047,2,glucose,2021-07-21,11.676666666666666,0.07944444444444444,∆his,Single KO
F8,0.698,GC047,3,glucose,2021-07-21,11.676666666666666,0.07944444444444444,∆his,Single KO
F9,0.699,GC001,1,glucose,2021-07-21,11.676666666666666,0.07944444444444444,WT,WT
F10,0.703,GC001,2,glucose,2021-07-21,11.676666666666666,0.07944444444444444,WT,WT
F11,0.701,GC001,3,glucose,2021-07-21,11.676666666666666,0.07944444444444444,WT,WT
C3,0.694,GC030,1,glucose,2021-07-21,11.802222222222222,0.07937037037037038,∆glt,Single KO
C4,0.584,GC029,1,glucose,2021-07-21,11.802222222222222,0.07937037037037038,∆flh,Single KO
C5,0.587,GC050,1,glucose,2021-07-21,11.802222222222222,0.07937037037037038,∆rbs,Single KO
C6,0.697,GC048,1,glucose,2021-07-21,11.802222222222222,0.07937037037037038,∆dpp,Single KO
C7,0.603,GC053,1,glucose,2021-07-21,11.802222222222222,0.07937037037037038,∆opp,Single KO
