date,run_number,class,identifier,strain,replicate,growth_medium,phase,elapsed_time_hr,od_600nm_subtracted
2021-09-07,1,Single KO,GC048,∆dpp,3,glucose-acetate,exponential_acetate,6.152222222222223,0.1232962962962963
2021-09-07,1,Single KO,GC048,∆dpp,3,glucose-acetate,exponential_acetate,6.277777777777779,0.1323333333333333
2021-09-07,1,Single KO,GC048,∆dpp,3,glucose-acetate,exponential_acetate,6.403333333333334,0.1422962962962963
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_glucose,0.0,0.0108518518518518
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_glucose,0.1255555555555554,0.0116296296296296
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_glucose,0.251111111111111,0.0126296296296296
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_glucose,0.3766666666666667,0.0146666666666666
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_glucose,0.5022222222222221,0.0165555555555555
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_glucose,0.6277777777777778,0.0175925925925926
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_glucose,0.7533333333333334,0.0195185185185185
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_glucose,0.8788888888888886,0.0226666666666666
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_glucose,1.0044444444444445,0.0246666666666666
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_glucose,1.13,0.0275925925925925
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_glucose,1.2555555555555555,0.0315925925925925
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_glucose,1.3811111111111112,0.0347037037037036
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_glucose,1.5066666666666668,0.0385555555555555
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_glucose,1.632222222222222,0.0436296296296296
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_glucose,1.7577777777777777,0.0485925925925926
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_glucose,1.8833333333333333,0.0534814814814814
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_glucose,2.008888888888889,0.0575555555555555
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_glucose,2.1344444444444446,0.0595555555555555
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,shift,2.26,0.0604814814814815
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,shift,2.3855555555555554,0.0606296296296296
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,shift,2.511111111111111,0.0604074074074074
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,shift,2.6366666666666667,0.0604444444444444
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,shift,2.7622222222222224,0.0595185185185185
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,shift,2.887777777777778,0.0594814814814814
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,shift,3.0133333333333336,0.0594444444444444
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,shift,3.1388888888888884,0.0584074074074074
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,shift,3.264444444444444,0.0584814814814814
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,shift,3.39,0.0604074074074074
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,shift,3.5155555555555558,0.0603333333333333
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,shift,3.641111111111111,0.0613703703703703
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,shift,3.7666666666666666,0.0623333333333333
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,shift,3.8922222222222222,0.0625185185185185
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,shift,4.017777777777778,0.0634814814814814
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,shift,4.1433333333333335,0.0644444444444444
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_acetate,4.268888888888889,0.0634444444444444
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_acetate,4.394444444444445,0.0655185185185185
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_acetate,4.52,0.0662592592592592
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_acetate,4.645555555555555,0.0694444444444444
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_acetate,4.771111111111111,0.0713333333333333
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_acetate,4.8966666666666665,0.0744444444444444
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_acetate,5.022222222222222,0.0784074074074074
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_acetate,5.147777777777778,0.0822962962962963
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_acetate,5.273333333333333,0.0863333333333333
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_acetate,5.398888888888889,0.0912962962962963
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_acetate,5.524444444444445,0.0954074074074074
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_acetate,5.65,0.1012962962962963
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_acetate,5.775555555555555,0.1074074074074074
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_acetate,5.901111111111111,0.1132962962962963
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_acetate,6.026666666666666,0.1205555555555555
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_acetate,6.152222222222222,0.1275185185185185
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_acetate,6.277777777777778,0.1344444444444444
2021-09-07,1,Single KO,GC029,∆flh,1,glucose-acetate,exponential_acetate,6.403333333333333,0.1423703703703703
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,exponential_glucose,0.0,0.0108148148148148
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,exponential_glucose,0.1255555555555556,0.0116666666666666
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,exponential_glucose,0.2511111111111113,0.0128518518518518
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,exponential_glucose,0.3766666666666667,0.0136296296296296
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,exponential_glucose,0.5022222222222223,0.0146296296296296
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,exponential_glucose,0.627777777777778,0.0166666666666666
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,exponential_glucose,0.7533333333333334,0.0185555555555555
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,exponential_glucose,0.878888888888889,0.0195925925925926
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,exponential_glucose,1.0044444444444447,0.0215185185185185
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,exponential_glucose,1.13,0.0246666666666666
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,exponential_glucose,1.2555555555555555,0.0276666666666666
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,exponential_glucose,1.3811111111111112,0.0305925925925925
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,exponential_glucose,1.5066666666666668,0.0335925925925925
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,exponential_glucose,1.6322222222222225,0.0367037037037037
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,exponential_glucose,1.757777777777778,0.0405555555555555
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,exponential_glucose,1.8833333333333333,0.0456296296296296
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,exponential_glucose,2.008888888888889,0.0505925925925926
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,exponential_glucose,2.1344444444444446,0.0554814814814814
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,exponential_glucose,2.26,0.0595555555555555
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,exponential_glucose,2.385555555555556,0.0615555555555555
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,shift,2.511111111111111,0.0624814814814814
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,shift,2.6366666666666667,0.0636296296296296
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,shift,2.7622222222222224,0.0624074074074074
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,shift,2.887777777777778,0.0624444444444444
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,shift,3.0133333333333336,0.0615185185185185
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,shift,3.1388888888888893,0.0614814814814814
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,shift,3.264444444444445,0.0614444444444444
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,shift,3.39,0.0614074074074074
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,shift,3.5155555555555558,0.0614814814814814
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,shift,3.641111111111111,0.0624074074074074
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,shift,3.7666666666666666,0.0623333333333333
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,shift,3.8922222222222222,0.0623703703703703
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,shift,4.017777777777778,0.0633333333333333
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,shift,4.1433333333333335,0.0635185185185185
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,shift,4.268888888888889,0.0624814814814814
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,shift,4.394444444444445,0.0634444444444444
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,shift,4.5200000000000005,0.0654444444444444
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,shift,4.645555555555556,0.0665185185185185
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,shift,4.771111111111111,0.0682592592592592
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,shift,4.8966666666666665,0.0704444444444444
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,shift,5.022222222222222,0.0723333333333333
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,shift,5.147777777777778,0.0754444444444444
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,shift,5.273333333333333,0.0784074074074074
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,exponential_acetate,5.398888888888889,0.0822962962962963
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,exponential_acetate,5.524444444444445,0.0863333333333333
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,exponential_acetate,5.65,0.0912962962962963
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,exponential_acetate,5.775555555555556,0.0954074074074074
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,exponential_acetate,5.901111111111112,0.1012962962962963
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,exponential_acetate,6.026666666666666,0.1064074074074074
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,exponential_acetate,6.152222222222222,0.1122962962962963
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,exponential_acetate,6.277777777777778,0.1195555555555555
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,exponential_acetate,6.403333333333333,0.1265185185185185
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,exponential_acetate,6.528888888888889,0.1334444444444444
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,exponential_acetate,6.654444444444445,0.1413703703703703
2021-09-07,1,Single KO,GC029,∆flh,2,glucose-acetate,exponential_acetate,6.78,0.1493703703703703
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,exponential_glucose,0.0,0.0108518518518518
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,exponential_glucose,0.1255555555555554,0.0116296296296296
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,exponential_glucose,0.251111111111111,0.0126296296296296
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,exponential_glucose,0.3766666666666667,0.0146666666666666
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,exponential_glucose,0.5022222222222221,0.0155555555555555
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,exponential_glucose,0.6277777777777778,0.0175925925925926
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,exponential_glucose,0.7533333333333334,0.0195185185185185
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,exponential_glucose,0.8788888888888886,0.0226666666666666
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,exponential_glucose,1.0044444444444445,0.0246666666666666
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,exponential_glucose,1.13,0.0275925925925925
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,exponential_glucose,1.2555555555555555,0.0305925925925925
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,exponential_glucose,1.3811111111111112,0.0347037037037036
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,exponential_glucose,1.5066666666666668,0.0385555555555555
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,exponential_glucose,1.632222222222222,0.0426296296296296
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,exponential_glucose,1.7577777777777777,0.0485925925925926
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,exponential_glucose,1.8833333333333333,0.0534814814814814
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,exponential_glucose,2.008888888888889,0.0575555555555555
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,exponential_glucose,2.1344444444444446,0.0605555555555555
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,shift,2.26,0.0614814814814814
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,shift,2.3855555555555554,0.0616296296296296
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,shift,2.511111111111111,0.0614074074074074
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,shift,2.6366666666666667,0.0614444444444444
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,shift,2.7622222222222224,0.0605185185185185
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,shift,2.887777777777778,0.0604814814814815
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,shift,3.0133333333333336,0.0604444444444444
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,shift,3.1388888888888884,0.0594074074074074
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,shift,3.264444444444444,0.0584814814814814
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,shift,3.39,0.0584074074074074
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,shift,3.5155555555555558,0.0593333333333333
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,shift,3.641111111111111,0.0593703703703703
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,shift,3.7666666666666666,0.0583333333333333
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,shift,3.8922222222222222,0.0595185185185185
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,shift,4.017777777777778,0.0604814814814814
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,shift,4.1433333333333335,0.0614444444444444
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,shift,4.268888888888889,0.0624444444444444
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,shift,4.394444444444445,0.0635185185185185
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,shift,4.52,0.0652592592592592
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,shift,4.645555555555555,0.0664444444444444
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,shift,4.771111111111111,0.0683333333333333
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,exponential_acetate,4.8966666666666665,0.0714444444444444
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,exponential_acetate,5.022222222222222,0.0734074074074074
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,exponential_acetate,5.147777777777778,0.0772962962962963
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,exponential_acetate,5.273333333333333,0.0803333333333333
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,exponential_acetate,5.398888888888889,0.0842962962962963
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,exponential_acetate,5.524444444444445,0.0894074074074074
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,exponential_acetate,5.65,0.0932962962962963
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,exponential_acetate,5.775555555555555,0.0994074074074074
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,exponential_acetate,5.901111111111111,0.1042962962962962
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,exponential_acetate,6.026666666666666,0.1105555555555555
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,exponential_acetate,6.152222222222222,0.1175185185185185
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,exponential_acetate,6.277777777777778,0.1244444444444444
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,exponential_acetate,6.403333333333333,0.1313703703703703
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,exponential_acetate,6.528888888888889,0.1393703703703703
2021-09-07,1,Single KO,GC029,∆flh,3,glucose-acetate,exponential_acetate,6.654444444444445,0.1472962962962963
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,exponential_glucose,0.0,0.0106296296296296
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,exponential_glucose,0.1255555555555556,0.0116666666666666
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,exponential_glucose,0.251111111111111,0.0125555555555555
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,exponential_glucose,0.3766666666666667,0.0135925925925926
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,exponential_glucose,0.5022222222222223,0.0145185185185185
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,exponential_glucose,0.6277777777777775,0.0166666666666666
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,exponential_glucose,0.7533333333333332,0.0176666666666666
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,exponential_glucose,0.8788888888888888,0.0195925925925925
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,exponential_glucose,1.0044444444444445,0.0205925925925925
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,exponential_glucose,1.13,0.0227037037037036
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,exponential_glucose,1.2555555555555558,0.0255555555555555
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,exponential_glucose,1.381111111111111,0.0276296296296296
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,exponential_glucose,1.5066666666666666,0.0305925925925926
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,exponential_glucose,1.6322222222222222,0.0324814814814814
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,exponential_glucose,1.757777777777778,0.0345555555555555
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,exponential_glucose,1.8833333333333333,0.0355555555555555
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,shift,2.0088888888888885,0.0364814814814814
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,shift,2.134444444444444,0.0366296296296296
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,shift,2.26,0.0364074074074074
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,shift,2.3855555555555554,0.0354444444444444
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,shift,2.511111111111111,0.0355185185185185
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,shift,2.6366666666666667,0.0354814814814814
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,shift,2.7622222222222224,0.0354444444444444
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,shift,2.887777777777777,0.0354074074074074
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,shift,3.0133333333333328,0.0354814814814814
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,shift,3.1388888888888884,0.0354074074074074
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,shift,3.264444444444444,0.0363333333333333
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,shift,3.39,0.0373703703703703
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,shift,3.5155555555555558,0.0383333333333333
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,shift,3.641111111111111,0.0395185185185185
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,shift,3.7666666666666666,0.0404814814814814
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,shift,3.8922222222222222,0.0414444444444444
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,shift,4.017777777777778,0.0434444444444444
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,exponential_acetate,4.1433333333333335,0.0455185185185185
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,exponential_acetate,4.268888888888888,0.0482592592592592
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,exponential_acetate,4.394444444444444,0.0514444444444444
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,exponential_acetate,4.52,0.0543333333333333
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,exponential_acetate,4.645555555555555,0.0584444444444444
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,exponential_acetate,4.771111111111111,0.0624074074074074
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,exponential_acetate,4.8966666666666665,0.0672962962962963
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,exponential_acetate,5.022222222222222,0.0723333333333333
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,exponential_acetate,5.147777777777778,0.0782962962962963
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,exponential_acetate,5.273333333333333,0.0844074074074074
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,exponential_acetate,5.398888888888889,0.0922962962962962
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,exponential_acetate,5.524444444444444,0.1004074074074074
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,exponential_acetate,5.65,0.1092962962962963
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,exponential_acetate,5.775555555555555,0.1195555555555555
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,exponential_acetate,5.901111111111111,0.1295185185185185
2021-09-07,1,Single KO,GC030,∆glt,1,glucose-acetate,exponential_acetate,6.026666666666666,0.1404444444444444
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,exponential_glucose,0.0,0.0108518518518518
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,exponential_glucose,0.1255555555555554,0.0106296296296296
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,exponential_glucose,0.251111111111111,0.0116296296296296
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,exponential_glucose,0.3766666666666667,0.0126666666666666
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,exponential_glucose,0.5022222222222221,0.0135555555555555
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,exponential_glucose,0.6277777777777778,0.0145925925925926
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,exponential_glucose,0.7533333333333334,0.0165185185185185
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,exponential_glucose,0.8788888888888886,0.0176666666666666
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,exponential_glucose,1.0044444444444445,0.0196666666666666
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,exponential_glucose,1.13,0.0205925925925925
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,exponential_glucose,1.2555555555555555,0.0225925925925925
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,exponential_glucose,1.3811111111111112,0.0247037037037036
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,exponential_glucose,1.5066666666666668,0.0275555555555555
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,exponential_glucose,1.632222222222222,0.0296296296296296
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,exponential_glucose,1.7577777777777777,0.0325925925925926
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,exponential_glucose,1.8833333333333333,0.0354814814814814
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,exponential_glucose,2.008888888888889,0.0375555555555555
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,shift,2.1344444444444446,0.0385555555555555
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,shift,2.26,0.0384814814814814
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,shift,2.3855555555555554,0.0386296296296296
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,shift,2.511111111111111,0.0384074074074074
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,shift,2.6366666666666667,0.0384444444444444
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,shift,2.7622222222222224,0.0385185185185185
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,shift,2.887777777777778,0.0374814814814814
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,shift,3.0133333333333336,0.0374444444444444
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,shift,3.1388888888888884,0.0384074074074074
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,shift,3.264444444444444,0.0384814814814814
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,shift,3.39,0.0384074074074074
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,shift,3.5155555555555558,0.0393333333333333
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,shift,3.641111111111111,0.0393703703703703
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,shift,3.7666666666666666,0.0403333333333333
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,shift,3.8922222222222222,0.0415185185185185
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,shift,4.017777777777778,0.0424814814814814
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,shift,4.1433333333333335,0.0434444444444444
2021-09-07,1,Single KO,GC030,∆glt,2,glucose-acetate,shift,4.268888888888889,0.0444444444444444
